Date,Normalised,Uncertainty_0_lower,Uncertainty_0_upper,Uncertainty_1_lower,Uncertainty_1_upper,Value,arXiv,match
2016-07-06,79.0 ^ +4.4 _ -4.2 km s^-1 Mpc^-1,4.2,4.4,,,79.0,1607.01790,79.0 _ { -4.2 } ^ { +4.4 } { km s ^ { -1 } Mpc ^ { -1 } }
2016-07-06,77.9 ^ +5.0 _ -4.2 km s^-1 Mpc^-1,4.2,5.0,,,77.9,1607.01790,77.9 _ { -4.2 } ^ { +5.0 } { km s ^ { -1 } Mpc ^ { -1 } }
2016-12-06,66.4 ^ +5.0 _ -4.5 km s^-1 Mpc^-1,4.5,5.0,,,66.4,1612.01974,66.4 ^ { +5.0 } _ { -4.5 } ~ { } { km~ { } s ^ { -1 } } ~ { } Mpc ^ { -1 } ~ { } for the
2017-02-03,71.66 \pm 1.8 (random) \pm 1.88 (systematic) km s^-1 Mpc^-1,1.8,1.8,1.88,1.88,71.66,1702.01118,71.66 \pm 1.80 ( random ) \pm 1.88 ( systematic ) km s ^ { -1 } Mpc ^ { -1 }
2017-02-03,73.72 \pm 2.03 \pm 1.94 km s^-1 Mpc^-1,2.03,2.03,1.94,1.94,73.72,1702.01118,73.72 \pm 2.03 \pm 1.94 km s ^ { -1 } Mpc ^ { -1 }
2017-02-03,71.17 \pm 1.66 \pm 1.87 km s^-1 Mpc^-1,1.66,1.66,1.87,1.87,71.17,1702.01118,71.17 \pm 1.66 \pm 1.87 km s ^ { -1 } Mpc ^ { -1 }
2017-01-06,72.5 ^ +2.5 _ -8.0 km s^-1 Mpc^-1,8.0,2.5,,,72.5,1701.01789,72.5 ^ { +2.5 } _ { -8 } km/sec/Mpc with
2017-04-16,73.0 \pm 1.7499999999999998 km s^-1 Mpc^-1,1.7499999999999998,1.7499999999999998,,,73.0,1704.04784,73.00 \pm 1.75 km s ^ { -1 } Mpc ^ { -1 }
2006-07-06,68.5 ^ +6.7 _ -6.1 km s^-1 Mpc^-1,6.1,6.7,,,68.5,astro-ph/0607120,68.5 ^ { +6.7 } _ { -6.1 } km s ^ { -1 } Mpc ^ { -1 }
2006-09-11,72.0 \pm 8.0 km s^-1 Mpc^-1,8.0,8.0,,,72.0,astro-ph/0609293,72 \pm 8 km s ^ { -1 } Mpc ^ { -1 } and 72 \pm 5 km s ^ { -1 } Mpc ^ { -1 }
2007-02-28,72.0 \pm 8.0 km s^-1 Mpc^-1,8.0,8.0,,,72.0,astro-ph/0702741,72 \pm 8 km s ^ { -1 } Mpc ^ { -1 }
2008-04-04,72.0 \pm 8.0 km s^-1 Mpc^-1,8.0,8.0,,,72.0,0804.0692,72 \pm 8 km s ^ { -1 } Mpc ^ { -1 }
2007-08-01,72.8 \pm 8.2 km s^-1 Mpc^-1,8.2,8.2,,,72.8,0708.0140,72.8 \pm 8.2 km s ^ { -1 } Mpc ^ { -1 }
2003-01-16,67.0 \pm 8.0 (2 \sigma) km s^-1 Mpc^-1,8.0,8.0,,,67.0,astro-ph/0301334,67 \pm 8 ( 2 \sigma ) km~ { } Mpc ^ { -1 } ~ { } sec ^ { -1 }
2009-01-26,63.1 \pm 2.5 km s^-1 Mpc^-1,2.5,2.5,,,63.1,0901.4172,63.1 \pm 2.5 kms ^ { -1 } Mpc ^ { -1 } .
2010-01-09,79.0 \pm 6.0 km s^-1 Mpc^-1,6.0,6.0,,,79.0,1001.1428,73-85 km s ^ { -1 } Mpc ^ { -1 } .
2001-07-24,71.0 \pm 8.0 km s^-1 Mpc^-1,8.0,8.0,,,71.0,astro-ph/0107471,71 \pm 8 km s ^ { -1 } Mpc ^ { -1 }
2010-04-11,73.0 \pm 2.0 (random) \pm 4.0 (systematic) km s^-1 Mpc^-1,2.0,2.0,4.0,4.0,73.0,1004.1856,73 \pm 2 ( random ) \pm 4 ( systematic ) km s ^ { -1 } Mpc ^ { -1 } .
2000-10-02,71.0 ^ +17.0 _ -23.0 km s^-1 Mpc^-1,23.0,17.0,,,71.0,astro-ph/0010049,71 ^ { +17 } _ { -23 } km s ^ { -1 } Mpc ^ { -1 }
2009-03-05,73.0 ^ +3.0 _ -4.0 km s^-1 Mpc^-1,4.0,3.0,,,73.0,0903.1027,73 ^ { +3 } _ { -4 } km s ^ { -1 } Mpc ^ { -1 } .
2010-02-12,66.0 ^ +6.0 _ -4.0 km s^-1 Mpc^-1,4.0,6.0,,,66.0,1002.2570,66 _ { -4 } ^ { +6 } km s ^ { -1 } Mpc ^ { -1 }
2014-09-10,68.5 \pm 0.5 km s^-1 Mpc^-1,0.5,0.5,,,68.5,1409.3198,68-69 km s ^ { -1 } Mpc ^ { -1 } for the
2014-06-06,69.6 \pm 0.7 km s^-1 Mpc^-1,0.7,0.7,,,69.6,1406.1718,69.6 \pm 0.7 { km s } ^ { -1 } { Mpc } ^ { -1 } .
1998-08-18,49.0 \pm 29.0 km s^-1 Mpc^-1,29.0,29.0,,,49.0,astro-ph/9808186,49 \pm 29 km s ^ { -1 } Mpc ^ { -1 } .
1998-09-05,72.0 \pm 6.999999999999999 km s^-1 Mpc^-1,6.999999999999999,6.999999999999999,,,72.0,astro-ph/9809064,72 \pm 7 km s ^ { -1 } Mpc ^ { -1 }
1999-08-13,68.0 \pm 2.0 (random) \pm 5.0 (systematic) km s^-1 Mpc^-1,2.0,2.0,5.0,5.0,68.0,astro-ph/9908149,68 \pm 2 ( { random } ) \pm 5 ( { systematic } ) km s ^ { -1 } Mpc ^ { -1 } .
1998-11-18,69.0 ^ +13.0 _ -19.0 km s^-1 Mpc^-1,19.0,13.0,,,69.0,astro-ph/9811282,69 ^ { +13 } _ { -19 } km s ^ { -1 } Mpc ^ { -1 }
1995-06-15,76.0 \pm 34.0 km s^-1 Mpc^-1,34.0,34.0,,,76.0,astro-ph/9506090,42-110 km s ^ { -1 } Mpc ^ { -1 }
1996-02-02,67.0 \pm 9.0 km s^-1 Mpc^-1,9.0,9.0,,,67.0,astro-ph/9602017,67 \pm~ { } 9 ~ { } km~ { } s ^ { -1 } Mpc ^ { -1 } and
2012-07-30,79.0 ^ +23.0 _ -17.0 (68 % CL) km s^-1 Mpc^-1,17.0,23.0,,,79.0,1207.6914,79 ^ { +23 } _ { -17 } ( 68 % CL ) km/s/Mpc .
2014-06-30,222.00000000000003 \pm 6.999999999999999 km s^-1 Mpc^-1,6.999999999999999,6.999999999999999,,,222.00000000000003,1406.7695,222 \pm 7 km/sec/Mpc at z
2015-09-14,70.1 \pm 0.34 km s^-1 Mpc^-1,0.34,0.34,,,70.1,1509.04342,70.1 \pm 0.34 ~ { } { km s ^ { -1 } Mpc ^ { -1 } } is in
1997-02-18,67.0 \pm 8.0 km s^-1 Mpc^-1,8.0,8.0,,,67.0,astro-ph/9702152,67 \pm 8 km s ^ { -1 } Mpc ^ { -1 } .
1998-05-04,62.00000000000001 \pm 6.0 km s^-1 Mpc^-1,6.0,6.0,,,62.00000000000001,astro-ph/9805024,62 \pm 6 km s ^ { -1 } Mpc ^ { -1 } .
1996-10-15,70.0 \pm 5.0 km s^-1 Mpc^-1,5.0,5.0,,,70.0,astro-ph/9610116,70 \pm 5 km s ^ { -1 } Mpc ^ { -1 } .
1996-10-15,76.0 \pm 8.0 km s^-1 Mpc^-1,8.0,8.0,,,76.0,astro-ph/9610116,76 \pm 8 km s ^ { -1 } Mpc ^ { -1 } .
1996-10-15,67.0 \pm 8.0 km s^-1 Mpc^-1,8.0,8.0,,,67.0,astro-ph/9610116,67 \pm 8 km s ^ { -1 } Mpc ^ { -1 } .
1996-11-18,72.0 ^ +10.0 _ -12.0 km s^-1 Mpc^-1,12.0,10.0,,,72.0,astro-ph/9611140,72 _ { -12 } ^ { +10 } km s ^ { -1 } Mpc ^ { -1 } .
1996-11-18,65.0 \pm 8.0 km s^-1 Mpc^-1,8.0,8.0,,,65.0,astro-ph/9611141,65 \pm 8 km s ^ { -1 } Mpc ^ { -1 } .
1996-12-06,69.0 \pm 5.0 km s^-1 Mpc^-1,5.0,5.0,,,69.0,astro-ph/9612072,69 \pm 5 km s ^ { -1 } Mpc ^ { -1 } .
